LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
13,2024-03-20 15:45:30,0.35,1019.11,18.55,59.28,2202.5,1.6
13,2024-03-20 15:46:30,0.0,1019.14,18.56,60.41,2190.0,1.57
13,2024-03-20 15:47:30,0.0,1019.16,18.56,60.34,2120.0,1.43
13,2024-03-20 15:48:29,0.0,1019.18,18.57,60.71,2009.17,1.34
13,2024-03-20 15:49:30,0.0,1019.16,18.58,60.03,1917.5,1.2
13,2024-03-20 15:50:30,0.0,1019.15,18.57,60.69,1868.33,1.18
13,2024-03-20 15:51:30,0.26,1019.13,18.54,60.4,1849.17,1.14
13,2024-03-20 15:52:30,0.17,1019.1,18.51,60.45,1845.83,1.19
13,2024-03-20 15:53:30,0.0,1019.12,18.51,60.29,1850.83,1.14
13,2024-03-20 15:54:30,0.61,1019.13,18.48,59.71,1806.67,1.1
13,2024-03-20 15:55:29,0.26,1019.09,18.46,60.02,1690.0,0.95
13,2024-03-20 15:56:30,0.0,1019.1,18.46,60.12,1533.33,0.86
13,2024-03-20 15:57:30,0.0,1019.06,18.45,59.64,1399.17,0.73
13,2024-03-20 15:58:30,0.0,1019.07,18.43,60.02,1319.17,0.69
13,2024-03-20 15:59:30,0.0,1019.04,18.43,60.3,1280.0,0.68
13,2024-03-20 16:00:30,0.0,1019.06,18.41,59.49,1270.83,0.65
13,2024-03-20 16:01:30,0.0,1019.07,18.43,60.47,1245.0,0.65
13,2024-03-20 16:02:30,6.53,1019.05,18.41,59.25,1215.83,0.57
13,2024-03-20 16:03:30,0.0,1019.11,18.41,60.29,1225.83,0.59
13,2024-03-20 16:04:30,6.79,1019.09,18.41,60.37,1255.0,0.65
13,2024-03-20 16:05:30,0.35,1019.04,18.4,60.2,1278.33,0.7
13,2024-03-20 16:06:30,0.0,1019.04,18.39,59.52,1284.17,0.66
13,2024-03-20 16:07:30,0.0,1019.09,18.37,59.67,1264.17,0.64
13,2024-03-20 16:08:30,0.0,1019.07,18.36,59.37,1245.83,0.58
13,2024-03-20 16:09:30,0.0,1019.07,18.35,59.62,1255.0,0.58
13,2024-03-20 16:10:30,0.0,1019.07,18.36,59.37,1275.0,0.59
13,2024-03-20 16:11:30,0.0,1019.07,18.35,59.92,1302.5,0.67
13,2024-03-20 16:12:30,0.0,1019.1,18.35,59.66,1322.5,0.68
13,2024-03-20 16:13:30,3.14,1019.1,18.35,59.76,1320.0,0.67
13,2024-03-20 16:14:30,0.0,1019.1,18.36,59.36,1303.33,0.68
13,2024-03-20 16:15:30,0.0,1019.08,18.37,59.41,1277.5,0.59
13,2024-03-20 16:16:30,0.0,1019.11,18.37,59.64,1220.0,0.65
13,2024-03-20 16:17:30,0.17,1019.11,18.38,59.92,1151.67,0.54
13,2024-03-20 16:18:30,0.61,1019.12,18.37,60.05,1143.33,0.48
13,2024-03-20 16:19:30,0.7,1019.15,18.36,59.86,1125.83,0.52
13,2024-03-20 16:20:30,0.52,1019.13,18.34,60.07,1084.17,0.5
13,2024-03-20 16:21:30,0.0,1019.14,18.35,60.83,1028.33,0.41
13,2024-03-20 16:22:30,0.17,1019.13,18.34,60.52,980.0,0.39
13,2024-03-20 16:23:30,0.0,1019.13,18.32,60.67,968.33,0.38
13,2024-03-20 16:24:30,0.0,1019.12,18.31,60.56,950.83,0.4
13,2024-03-20 16:25:30,0.0,1019.08,18.29,60.52,935.0,0.37
13,2024-03-20 16:26:29,0.0,1019.1,18.28,60.88,922.5,0.38
13,2024-03-20 16:27:30,1.22,1019.04,18.25,60.04,901.67,0.36
13,2024-03-20 16:28:30,0.0,1019.08,18.25,60.51,883.33,0.36
13,2024-03-20 16:29:30,0.0,1019.05,18.24,60.71,876.67,0.35
13,2024-03-20 16:30:30,0.35,1019.04,18.24,61.33,880.83,0.36
13,2024-03-20 16:31:30,0.0,1019.03,18.25,61.25,880.0,0.37
13,2024-03-20 16:32:30,0.0,1019.03,18.25,61.56,860.83,0.35
13,2024-03-20 16:33:30,0.52,1019.01,18.22,60.69,825.83,0.35
13,2024-03-20 16:34:29,0.17,1019.06,18.2,60.72,786.67,0.29
13,2024-03-20 16:35:30,0.87,1019.03,18.19,61.09,780.83,0.29
13,2024-03-20 16:36:30,0.44,1019.02,18.19,61.17,762.5,0.26
13,2024-03-20 16:37:30,0.0,1019.03,18.18,61.45,737.5,0.25
13,2024-03-20 16:38:30,0.87,1019.12,18.17,59.75,722.5,0.26
13,2024-03-20 16:39:30,1.13,1019.04,18.17,59.89,706.67,0.26
13,2024-03-20 16:40:29,0.26,1019.11,18.18,60.52,699.17,0.3
13,2024-03-20 16:41:30,0.78,1019.07,18.19,59.72,700.83,0.24
13,2024-03-20 16:42:30,0.0,1019.06,18.2,59.57,679.17,0.25
13,2024-03-20 16:43:30,0.78,1019.06,18.19,59.53,649.17,0.19
13,2024-03-20 16:44:30,0.7,1019.15,18.18,59.06,635.0,0.25
13,2024-03-20 16:45:30,0.61,1019.19,18.19,59.57,661.67,0.23
13,2024-03-20 16:46:30,0.87,1019.16,18.19,59.81,675.83,0.26
13,2024-03-20 16:47:30,1.39,1019.12,18.17,59.87,684.17,0.26
13,2024-03-20 16:48:30,1.65,1019.14,18.16,59.51,686.67,0.25
13,2024-03-20 16:49:29,0.87,1019.17,18.18,59.54,683.33,0.26
13,2024-03-20 16:50:30,0.61,1019.13,18.18,60.05,672.5,0.21
13,2024-03-20 16:51:30,0.61,1019.14,18.17,59.96,666.67,0.25
13,2024-03-20 16:52:30,0.0,1019.18,18.17,60.4,675.0,0.25
13,2024-03-20 16:53:30,0.0,1019.15,18.16,61.01,686.67,0.24
13,2024-03-20 16:54:30,0.0,1019.15,18.16,61.38,695.83,0.28
13,2024-03-20 16:55:30,0.0,1019.1,18.14,62.9,709.17,0.27
13,2024-03-20 16:56:30,0.0,1019.12,18.11,61.92,715.83,0.28
13,2024-03-20 16:57:30,0.0,1019.17,18.09,62.95,710.0,0.26
13,2024-03-20 16:58:30,0.0,1019.14,18.08,63.57,690.83,0.25
13,2024-03-20 16:59:30,0.0,1019.13,18.07,62.69,677.5,0.25
13,2024-03-20 17:00:29,0.26,1019.16,18.05,62.16,670.83,0.25
13,2024-03-20 17:01:30,0.0,1019.12,18.05,62.1,645.83,0.22
13,2024-03-20 17:02:30,0.0,1019.11,18.03,62.66,610.0,0.18
13,2024-03-20 17:03:30,0.0,1019.1,18.04,62.51,581.67,0.17
13,2024-03-20 17:04:30,0.52,1019.13,18.02,62.47,552.5,0.19
13,2024-03-20 17:05:30,0.35,1019.12,18.02,61.97,518.33,0.16
13,2024-03-20 17:06:30,0.35,1019.16,18.03,61.78,488.33,0.16
13,2024-03-20 17:07:30,0.0,1019.24,18.05,62.52,465.83,0.14
13,2024-03-20 17:08:30,0.0,1019.22,18.06,61.88,456.67,0.14
13,2024-03-20 17:09:30,0.35,1019.18,18.04,60.44,450.0,0.14
13,2024-03-20 17:10:30,0.0,1019.23,18.03,61.44,447.5,0.14
13,2024-03-20 17:11:30,0.0,1019.2,18.01,61.9,445.0,0.13
13,2024-03-20 17:12:30,0.0,1019.22,18.0,62.16,425.0,0.12
13,2024-03-20 17:13:30,0.0,1019.23,17.99,64.31,412.5,0.11
13,2024-03-20 17:14:30,0.0,1019.17,17.96,62.45,410.0,0.12
13,2024-03-20 17:15:29,0.0,1019.17,17.94,62.11,405.83,0.09
13,2024-03-20 17:16:30,0.0,1019.21,17.93,62.14,399.17,0.09
13,2024-03-20 17:17:30,0.0,1019.18,17.93,62.18,391.67,0.11
13,2024-03-20 17:18:30,0.0,1019.18,17.92,62.44,387.5,0.11
13,2024-03-20 17:19:30,0.0,1019.19,17.91,62.44,380.83,0.09
13,2024-03-20 17:20:30,0.0,1019.19,17.91,63.13,369.17,0.12
13,2024-03-20 17:21:30,0.17,1019.2,17.9,61.99,350.83,0.09
13,2024-03-20 17:22:30,0.0,1019.2,17.91,63.23,340.0,0.08
13,2024-03-20 17:23:30,0.0,1019.22,17.9,62.0,320.83,0.08
13,2024-03-20 17:24:30,0.0,1019.21,17.9,61.52,325.83,0.08
13,2024-03-20 17:25:30,0.0,1019.23,17.89,63.28,327.5,0.08
13,2024-03-20 17:26:30,0.0,1019.27,17.88,63.44,332.5,0.09
13,2024-03-20 17:27:30,0.0,1019.25,17.87,63.39,332.5,0.08
13,2024-03-20 17:28:29,0.0,1019.25,17.85,63.03,326.67,0.09
13,2024-03-20 17:29:30,0.0,1019.29,17.85,63.46,316.67,0.06
13,2024-03-20 17:30:30,0.0,1019.3,17.83,62.78,303.33,0.08
13,2024-03-20 17:31:30,0.17,1019.3,17.81,62.24,292.5,0.06
13,2024-03-20 17:32:30,0.78,1019.34,17.8,62.22,283.33,0.07
13,2024-03-20 17:33:30,0.0,1019.33,17.81,62.58,290.0,0.07
13,2024-03-20 17:34:30,0.0,1019.37,17.82,62.96,290.0,0.07
13,2024-03-20 17:35:30,0.0,1019.35,17.83,63.44,287.5,0.07
13,2024-03-20 17:36:30,0.0,1019.38,17.83,63.21,281.67,0.07
13,2024-03-20 17:37:30,0.0,1019.39,17.82,63.02,270.0,0.08
13,2024-03-20 17:38:30,0.0,1019.38,17.81,64.15,252.5,0.06
13,2024-03-20 17:39:30,0.0,1019.4,17.82,60.77,242.5,0.05
13,2024-03-20 17:40:29,0.0,1019.43,17.83,60.54,233.33,0.05
13,2024-03-20 17:41:29,0.0,1019.39,17.83,62.24,225.83,0.04
13,2024-03-20 17:42:30,0.0,1019.4,17.81,61.72,219.17,0.04
13,2024-03-20 17:43:30,0.0,1019.41,17.8,62.2,215.0,0.05
13,2024-03-20 17:44:30,0.0,1019.41,17.78,63.01,212.5,0.04
13,2024-03-20 17:45:30,0.0,1019.44,17.75,62.04,210.0,0.05
13,2024-03-20 17:46:30,0.0,1019.42,17.74,63.95,205.83,0.02
13,2024-03-20 17:47:29,0.0,1019.4,17.73,62.81,197.5,0.04
13,2024-03-20 17:48:29,0.0,1019.36,17.72,61.67,183.33,0.05
13,2024-03-20 17:49:30,0.0,1019.42,17.72,62.3,171.67,0.03
13,2024-03-20 17:50:30,0.0,1019.47,17.71,63.12,164.17,0.03
13,2024-03-20 17:51:30,0.0,1019.46,17.7,63.26,157.5,0.04
13,2024-03-20 17:52:30,0.0,1019.43,17.69,62.16,150.0,0.02
13,2024-03-20 17:53:30,0.0,1019.45,17.7,61.79,141.67,0.03
13,2024-03-20 17:54:30,0.0,1019.4,17.69,62.02,130.83,0.02
13,2024-03-20 17:55:30,0.0,1019.44,17.7,63.21,119.17,0.03
13,2024-03-20 17:56:30,0.26,1019.4,17.69,60.43,106.67,0.02
13,2024-03-20 17:57:30,0.0,1019.37,17.7,64.16,94.17,0.02
13,2024-03-20 17:58:30,0.0,1019.46,17.69,62.0,81.67,0.01
13,2024-03-20 17:59:30,0.0,1019.48,17.7,63.75,69.17,0.02
13,2024-03-20 18:00:30,0.0,1019.49,17.67,61.42,59.17,0.02
13,2024-03-20 18:01:30,0.0,1019.51,17.67,62.19,51.67,0.0
13,2024-03-20 18:02:31,0.0,1019.51,17.65,62.08,45.83,0.0
13,2024-03-20 18:03:30,0.0,1019.52,17.63,62.31,41.67,0.0
13,2024-03-20 18:04:30,0.0,1019.54,17.61,62.51,36.67,0.0
13,2024-03-20 18:05:30,0.0,1019.55,17.6,62.15,31.67,0.0
13,2024-03-20 18:06:30,0.0,1019.58,17.59,63.05,27.5,0.0
13,2024-03-20 18:07:30,0.0,1019.64,17.58,63.36,22.5,0.0
13,2024-03-21 05:44:30,0.0,1017.28,12.85,94.12,22.5,0.0
13,2024-03-21 05:45:30,0.0,1017.21,12.86,93.99,27.5,0.01
13,2024-03-21 05:46:30,0.0,1017.29,12.87,93.85,34.17,0.0
13,2024-03-21 05:47:31,0.0,1017.29,12.88,93.8,42.5,0.0
13,2024-03-21 05:48:31,0.0,1017.28,12.91,93.85,51.67,0.0
13,2024-03-21 05:49:31,0.0,1017.32,12.93,93.76,63.33,0.0
13,2024-03-21 05:50:31,0.0,1017.35,12.95,93.72,75.83,0.01
13,2024-03-21 05:51:31,0.0,1017.34,12.93,93.49,89.17,0.02
13,2024-03-21 05:52:31,0.0,1017.42,12.93,93.47,104.17,0.02
13,2024-03-21 05:53:31,0.0,1017.39,12.94,93.47,121.67,0.02
13,2024-03-21 05:54:31,0.0,1017.41,12.95,93.49,140.0,0.02
13,2024-03-21 05:55:30,0.0,1017.41,12.95,93.63,160.0,0.03
13,2024-03-21 05:56:30,0.0,1017.44,12.95,93.76,180.83,0.03
13,2024-03-21 05:57:31,0.0,1017.47,12.99,93.84,203.33,0.03
13,2024-03-21 05:58:31,0.0,1017.49,13.02,93.93,230.83,0.04
13,2024-03-21 05:59:31,0.0,1017.47,13.04,93.74,263.33,0.05
13,2024-03-21 06:00:31,0.0,1017.43,13.05,93.59,300.0,0.08
13,2024-03-21 06:01:31,0.0,1017.39,13.06,93.22,338.33,0.07
13,2024-03-21 06:02:31,0.0,1017.4,13.1,93.02,378.33,0.08
13,2024-03-21 06:03:31,0.0,1017.44,13.12,92.52,420.83,0.1
13,2024-03-21 06:04:30,0.0,1017.42,13.18,92.44,464.17,0.15
13,2024-03-21 06:05:30,0.0,1017.46,13.23,92.02,510.0,0.16
13,2024-03-21 06:06:30,0.0,1017.47,13.28,91.91,557.5,0.17
13,2024-03-21 06:07:31,0.0,1017.49,13.31,91.49,603.33,0.22
13,2024-03-21 06:08:31,0.0,1017.48,13.33,91.44,644.17,0.25
13,2024-03-21 06:09:31,0.0,1017.47,13.36,91.48,679.17,0.26
13,2024-03-21 06:10:31,0.0,1017.48,13.38,91.37,700.83,0.28
13,2024-03-21 06:11:31,0.0,1017.48,13.42,91.25,715.83,0.32
13,2024-03-21 06:12:30,0.0,1017.48,13.44,91.09,736.67,0.28
13,2024-03-21 06:13:30,0.0,1017.45,13.46,90.68,766.67,0.36
13,2024-03-21 06:14:30,0.0,1017.45,13.45,90.03,780.83,0.27
13,2024-03-21 06:15:31,0.0,1017.44,13.44,89.77,783.33,0.26
13,2024-03-21 06:16:31,0.0,1017.43,13.46,89.8,812.5,0.27
13,2024-03-21 06:17:31,0.0,1017.39,13.48,89.57,838.33,0.25
13,2024-03-21 06:18:31,0.0,1017.43,13.55,89.71,870.83,0.28
13,2024-03-21 06:19:31,0.0,1017.41,13.61,89.77,898.33,0.26
13,2024-03-21 06:20:31,0.0,1017.38,13.63,89.72,961.67,0.34
13,2024-03-21 06:21:30,0.0,1017.4,13.67,89.74,1044.17,0.41
13,2024-03-21 06:22:30,0.0,1017.44,13.72,89.53,1144.17,0.51
13,2024-03-21 06:23:30,0.0,1017.46,13.76,89.26,1241.67,0.66
13,2024-03-21 06:24:31,0.0,1017.49,13.79,89.11,1340.0,0.85
13,2024-03-21 06:25:31,0.0,1017.5,13.96,88.71,1456.67,1.06
13,2024-03-21 06:26:31,0.0,1017.54,14.2,87.82,1471.67,1.06
13,2024-03-21 06:27:31,0.0,1017.54,14.39,86.81,1550.0,1.06
13,2024-03-21 06:28:31,0.0,1017.56,14.51,86.38,1596.67,1.11
13,2024-03-21 06:29:31,0.0,1017.59,14.63,85.71,1585.83,0.89
13,2024-03-21 06:30:30,0.0,1017.59,14.63,85.36,1635.83,0.89
13,2024-03-21 06:31:30,0.0,1017.57,14.47,85.73,1745.83,1.05
13,2024-03-21 06:32:31,0.0,1017.6,14.35,86.34,1881.67,1.21
13,2024-03-21 06:33:31,0.0,1017.64,14.28,86.68,2025.0,1.36
13,2024-03-21 06:34:31,0.0,1017.61,14.19,87.19,2262.5,1.84
13,2024-03-21 06:35:31,0.0,1017.67,14.19,87.51,2483.33,2.45
13,2024-03-21 06:36:30,0.0,1017.61,14.23,87.39,2697.5,2.84
13,2024-03-21 06:37:30,0.0,1017.62,14.37,87.25,2895.83,3.42
13,2024-03-21 06:38:30,0.0,1017.67,14.54,86.47,3039.17,3.63
13,2024-03-21 06:39:30,0.0,1017.63,14.73,85.76,3183.33,4.08
13,2024-03-21 06:40:30,0.0,1017.64,14.92,84.31,3271.67,4.31
13,2024-03-21 06:41:31,0.0,1017.67,14.93,83.83,3307.5,4.04
13,2024-03-21 06:42:31,0.0,1017.7,14.92,84.08,3389.17,4.1
13,2024-03-21 06:43:31,0.0,1017.69,14.88,84.13,3490.0,4.41
13,2024-03-21 06:44:31,0.0,1017.7,14.92,84.25,3627.5,4.8
13,2024-03-21 06:45:31,0.0,1017.68,14.98,84.14,3759.17,5.24
13,2024-03-21 06:46:31,0.0,1017.72,15.06,83.79,3873.33,5.43
13,2024-03-21 06:47:30,0.0,1017.67,15.18,83.62,3966.67,5.81
13,2024-03-21 06:48:30,0.0,1017.69,15.32,83.5,4041.67,5.86
13,2024-03-21 06:49:30,0.0,1017.73,15.46,82.63,4140.0,6.25
13,2024-03-21 06:50:31,0.0,1017.72,15.54,82.15,4263.33,6.53
13,2024-03-21 06:51:31,0.0,1017.7,15.66,81.72,4402.5,6.92
13,2024-03-21 06:52:31,0.0,1017.69,15.64,80.29,4570.83,7.43
13,2024-03-21 06:53:31,0.0,1017.66,15.62,80.53,4753.33,8.33
13,2024-03-21 06:54:31,0.0,1017.67,15.76,80.7,4942.5,8.64
13,2024-03-21 06:55:30,0.0,1017.71,15.94,80.35,5081.67,9.18
13,2024-03-21 06:56:30,0.0,1017.73,16.0,78.54,5198.33,9.46
13,2024-03-21 06:57:30,0.0,1017.77,16.14,78.61,5291.67,9.98
13,2024-03-21 06:58:30,0.0,1017.79,16.21,77.75,5378.33,9.98
13,2024-03-21 06:59:30,0.0,1017.81,16.22,77.03,5499.17,10.43
13,2024-03-21 07:00:31,0.0,1017.76,16.3,77.36,5695.0,11.19
13,2024-03-21 07:01:31,0.0,1017.79,16.44,76.93,5900.0,12.08
13,2024-03-21 07:02:31,0.0,1017.74,16.56,76.27,6034.17,12.24
13,2024-03-21 07:03:30,0.0,1017.73,16.65,76.12,6121.67,12.78
13,2024-03-21 07:04:30,0.0,1017.7,16.81,75.58,6215.0,13.02
13,2024-03-21 07:05:30,0.0,1017.75,17.08,75.64,6275.83,13.44
13,2024-03-21 07:06:31,0.0,1017.74,17.3,74.37,6290.0,13.46
13,2024-03-21 07:07:31,0.0,1017.73,17.5,73.7,6310.0,13.46
13,2024-03-21 07:08:31,0.0,1017.77,17.61,72.41,6425.0,14.13
13,2024-03-21 07:09:31,0.0,1017.71,17.7,72.14,6664.17,15.32
13,2024-03-21 07:10:31,0.0,1017.7,17.76,70.94,6982.5,17.01
13,2024-03-21 07:11:30,0.0,1017.74,17.94,70.92,7403.33,19.52
13,2024-03-21 07:12:30,0.0,1017.74,18.72,69.51,8330.0,26.86
13,2024-03-21 07:13:31,0.0,1017.77,19.74,65.51,8250.0,25.77
13,2024-03-21 07:14:31,0.0,1017.79,20.16,62.84,8045.0,22.91
13,2024-03-21 07:15:31,0.0,1017.77,20.11,63.32,7870.0,21.38
13,2024-03-21 07:16:31,0.0,1017.75,19.97,62.83,7817.5,20.59
13,2024-03-21 07:17:30,0.0,1017.7,19.73,63.99,7817.5,20.59
13,2024-03-21 07:18:30,0.0,1017.77,19.57,64.47,7937.5,21.42
13,2024-03-21 07:19:30,0.0,1017.77,19.5,64.82,8070.0,22.17
13,2024-03-21 07:20:31,0.0,1017.78,19.55,65.18,8134.17,22.8
13,2024-03-21 07:21:31,0.0,1017.78,19.54,64.82,8083.33,21.56
13,2024-03-21 07:22:31,0.0,1017.74,19.51,65.46,7940.0,20.59
13,2024-03-21 07:23:31,0.0,1017.81,19.58,64.86,7791.67,19.61
13,2024-03-21 07:24:30,0.0,1017.8,19.8,64.94,7655.83,18.73
13,2024-03-21 07:25:30,0.0,1017.87,19.9,63.92,7523.33,17.79
13,2024-03-21 07:26:30,0.0,1017.82,19.79,63.55,7475.83,17.33
13,2024-03-21 07:27:30,0.0,1017.83,19.79,63.58,7537.5,17.93
13,2024-03-21 07:28:30,0.0,1017.81,19.75,63.94,7670.0,18.78
13,2024-03-21 07:29:31,0.0,1017.82,19.86,63.69,8053.33,21.56
13,2024-03-21 07:30:31,0.0,1017.79,20.46,61.18,8775.0,27.74
13,2024-03-21 07:31:31,0.0,1017.79,21.42,59.5,8941.67,28.97
13,2024-03-21 07:32:30,0.0,1017.83,22.76,52.89,9696.67,36.26
13,2024-03-21 07:33:30,0.0,1017.8,23.98,50.74,9836.67,36.61
13,2024-03-21 07:34:30,0.0,1017.87,24.95,47.48,9973.33,37.59
13,2024-03-21 07:35:31,0.0,1017.81,25.33,44.97,10035.0,38.59
13,2024-03-21 07:36:31,0.0,1017.83,25.97,44.23,10052.5,38.83
13,2024-03-21 07:37:31,0.35,1017.78,26.01,42.1,9988.33,38.07
13,2024-03-21 07:38:31,0.0,1017.83,25.42,43.69,9925.0,37.52
13,2024-03-21 07:39:30,0.0,1017.81,25.7,43.94,9894.17,36.77
13,2024-03-21 07:40:30,0.0,1017.82,26.12,42.44,9630.83,33.49
13,2024-03-21 07:41:31,0.0,1017.85,26.23,42.43,9458.33,30.32
13,2024-03-21 07:42:31,0.0,1017.9,25.65,42.82,9526.67,30.49
13,2024-03-21 07:43:31,0.0,1017.91,25.69,41.97,9742.5,34.0
13,2024-03-21 07:44:31,0.0,1017.89,25.65,42.39,9540.0,33.56
13,2024-03-21 07:45:31,0.0,1017.84,25.93,42.22,9449.17,33.89
13,2024-03-21 07:46:31,0.0,1017.88,26.7,41.27,9426.67,34.05
13,2024-03-21 07:47:30,0.0,1017.85,26.84,39.88,9445.0,34.84
13,2024-03-21 07:48:30,0.0,1017.85,26.9,40.33,9523.33,36.08
13,2024-03-21 07:49:30,0.26,1017.87,27.19,40.01,9616.67,36.73
13,2024-03-21 07:50:30,0.0,1017.89,27.95,39.25,9718.33,38.83
13,2024-03-21 07:51:30,0.0,1017.96,28.69,36.14,9822.5,40.09
13,2024-03-21 07:52:31,0.0,1017.95,28.84,35.99,9912.5,41.66
13,2024-03-21 07:53:31,0.0,1017.96,28.5,36.51,10007.5,43.04
13,2024-03-21 07:54:31,0.0,1017.96,28.37,36.66,10050.83,43.34
13,2024-03-21 07:55:31,0.44,1017.97,27.98,37.31,10070.83,44.54
13,2024-03-21 07:56:31,0.0,1017.94,27.62,37.89,10117.5,45.84
13,2024-03-21 07:57:30,0.0,1017.96,27.92,37.71,10182.5,47.2
13,2024-03-21 07:58:30,0.7,1017.89,27.52,38.07,10226.67,47.78
13,2024-03-21 07:59:30,0.35,1017.89,27.5,38.36,10288.33,49.31
13,2024-03-21 08:00:30,0.0,1017.94,28.16,37.75,10425.83,51.75
13,2024-03-21 08:01:30,0.0,1018.01,28.39,36.49,10611.67,54.04
13,2024-03-21 08:02:31,1.92,1018.04,27.72,37.89,10765.0,56.53
13,2024-03-21 08:03:31,2.7,1018.03,26.87,39.08,10856.67,58.2
13,2024-03-21 08:04:30,1.48,1018.01,26.65,39.79,10923.33,59.88
13,2024-03-21 08:05:30,0.35,1018.01,26.84,40.15,10966.67,61.5
13,2024-03-21 08:06:30,0.0,1018.01,27.39,39.16,11021.67,63.17
13,2024-03-21 08:07:30,0.0,1018.05,28.57,37.24,11109.17,65.23
13,2024-03-21 08:08:30,0.17,1018.09,28.9,35.8,11173.33,67.17
13,2024-03-21 08:09:31,0.0,1018.12,29.18,35.84,11193.33,69.54
13,2024-03-21 08:10:31,0.0,1018.1,29.66,34.78,11185.83,70.02
13,2024-03-21 08:11:31,0.26,1018.11,29.97,33.69,11191.67,71.54
13,2024-03-21 08:12:31,0.52,1018.09,29.77,34.04,11252.5,73.57
13,2024-03-21 08:13:31,0.0,1018.05,29.53,34.17,11302.5,75.36
13,2024-03-21 08:14:31,0.0,1018.1,29.41,34.79,11385.83,77.78
13,2024-03-21 08:15:31,0.0,1018.05,29.48,34.09,11448.33,80.0
13,2024-03-21 08:16:30,2.0,1018.02,28.87,34.85,11485.0,81.29
13,2024-03-21 08:17:30,1.39,1018.01,28.62,35.98,11579.17,84.59
13,2024-03-21 08:18:30,0.0,1018.03,29.54,35.28,11750.0,89.1
13,2024-03-21 08:19:30,0.44,1018.09,30.07,33.95,11880.0,92.66
13,2024-03-21 08:20:30,0.0,1018.07,30.86,32.0,12030.0,96.63
13,2024-03-21 08:21:30,0.17,1018.08,31.26,31.51,12154.17,98.25
13,2024-03-21 08:22:30,0.0,1018.19,31.47,31.23,12312.5,103.6
13,2024-03-21 08:23:30,0.7,1018.19,31.43,30.25,12468.33,106.23
13,2024-03-21 08:24:30,0.0,1018.2,31.83,29.92,12636.67,110.2
13,2024-03-21 08:25:30,0.26,1018.23,31.65,29.97,12829.17,112.92
13,2024-03-21 08:26:30,0.26,1018.23,31.26,30.38,13098.33,115.67
13,2024-03-21 08:27:30,0.0,1018.24,31.76,30.21,13485.0,119.6
13,2024-03-21 08:28:30,1.83,1018.13,31.39,29.48,14125.83,124.15
13,2024-03-21 08:29:30,0.0,1018.16,31.47,29.55,15760.83,128.65
13,2024-03-21 08:30:30,0.0,1018.15,31.68,30.28,18765.83,132.88
13,2024-03-21 08:31:30,0.0,1018.15,32.16,29.42,22099.17,136.44
13,2024-03-21 08:32:30,0.35,1018.12,32.04,29.01,23269.17,140.8
13,2024-03-21 08:33:30,0.0,1018.07,32.24,28.5,23210.83,145.96
13,2024-03-21 08:34:30,0.35,1018.04,32.3,28.12,23592.5,151.16
13,2024-03-21 08:35:30,0.26,1018.04,32.09,27.72,24066.67,157.08
13,2024-03-21 08:36:30,4.18,1018.02,30.54,29.85,24235.83,159.84
13,2024-03-21 08:37:30,2.0,1018.05,29.69,31.22,24574.17,165.33
13,2024-03-21 08:38:30,0.87,1018.03,29.46,31.6,24972.5,173.0
13,2024-03-21 08:39:31,0.78,1018.04,29.46,31.63,25323.33,179.22
13,2024-03-21 08:40:31,0.44,1018.01,29.63,31.77,25746.67,191.03
13,2024-03-21 08:41:31,0.17,1018.05,30.09,30.77,26200.83,200.34
13,2024-03-21 08:42:32,0.0,1018.03,30.96,30.02,26480.83,206.18
13,2024-03-21 08:43:31,1.57,1018.01,30.82,29.95,26961.67,215.17
13,2024-03-21 08:44:31,0.44,1018.0,31.0,29.94,27248.33,223.96
13,2024-03-21 08:45:31,0.0,1017.99,31.2,30.1,27614.17,231.72
13,2024-03-21 08:46:31,0.0,1018.03,31.56,29.41,28245.0,244.79
13,2024-03-21 08:47:31,0.0,1018.01,32.24,28.22,28574.17,253.86
13,2024-03-21 08:48:31,0.35,1018.0,32.39,28.1,28800.0,260.9
13,2024-03-21 08:49:31,0.0,1018.04,32.81,27.92,29184.17,271.13
13,2024-03-21 08:50:31,0.26,1018.04,33.3,27.21,29683.33,281.43
13,2024-03-21 08:51:31,0.0,1018.02,33.42,26.75,30175.83,292.9
13,2024-03-21 08:52:31,0.87,1018.0,32.86,26.29,30595.0,303.27
13,2024-03-21 08:53:31,1.65,1017.97,32.21,27.41,31023.33,313.35
13,2024-03-21 08:54:31,1.13,1017.9,31.7,28.53,31392.5,322.32
13,2024-03-21 08:55:32,0.35,1017.91,31.37,29.45,31655.0,326.47
13,2024-03-21 08:56:31,0.17,1017.92,31.63,29.27,32126.67,337.21
13,2024-03-21 08:57:31,1.39,1017.85,30.85,30.06,32348.33,342.65
13,2024-03-21 08:58:31,1.83,1017.94,30.19,31.46,32684.17,352.65
13,2024-03-21 08:59:31,2.44,1017.93,29.73,32.08,32925.83,358.0
13,2024-03-21 09:00:31,1.48,1017.94,29.37,32.09,33370.83,368.59
13,2024-03-21 09:01:31,1.48,1017.85,29.53,33.25,33727.5,375.0
13,2024-03-21 09:02:32,0.52,1017.82,30.17,31.77,34012.5,382.21
13,2024-03-21 09:03:32,0.0,1017.85,30.97,31.18,34666.66,394.8
