答案,DayOfYear,MinutesSinceStartOfDay,LocationCode
,48.0,820.0,8.0
,48.0,830.0,8.0
,48.0,840.0,8.0
,48.0,850.0,8.0
,48.0,860.0,8.0
,48.0,870.0,8.0
,48.0,880.0,8.0
,48.0,890.0,8.0
,48.0,900.0,8.0
,48.0,910.0,8.0
,48.0,920.0,8.0
,48.0,930.0,8.0
,48.0,940.0,8.0
,48.0,950.0,8.0
,48.0,960.0,8.0
,48.0,970.0,8.0
,48.0,980.0,8.0
,113.0,550.0,8.0
,113.0,560.0,8.0
,113.0,570.0,8.0
,113.0,580.0,8.0
,113.0,590.0,8.0
,113.0,600.0,8.0
,113.0,610.0,8.0
,113.0,620.0,8.0
,113.0,630.0,8.0
,113.0,640.0,8.0
,113.0,650.0,8.0
,113.0,660.0,8.0
,113.0,670.0,8.0
,113.0,680.0,8.0
,113.0,690.0,8.0
,113.0,700.0,8.0
,113.0,710.0,8.0
,113.0,720.0,8.0
,113.0,730.0,8.0
,113.0,740.0,8.0
,113.0,750.0,8.0
,113.0,760.0,8.0
,113.0,770.0,8.0
,113.0,780.0,8.0
,113.0,790.0,8.0
,113.0,800.0,8.0
,113.0,810.0,8.0
,113.0,820.0,8.0
,113.0,830.0,8.0
,113.0,840.0,8.0
,113.0,850.0,8.0
,113.0,860.0,8.0
,113.0,870.0,8.0
,113.0,880.0,8.0
,113.0,890.0,8.0
,113.0,900.0,8.0
,113.0,910.0,8.0
,113.0,920.0,8.0
,113.0,930.0,8.0
,113.0,940.0,8.0
,113.0,950.0,8.0
,113.0,960.0,8.0
,113.0,970.0,8.0
,113.0,980.0,8.0
,113.0,990.0,8.0
,113.0,1000.0,8.0
,113.0,1010.0,8.0
,123.0,550.0,8.0
,123.0,560.0,8.0
,123.0,570.0,8.0
,123.0,580.0,8.0
,123.0,590.0,8.0
,123.0,600.0,8.0
,123.0,610.0,8.0
,123.0,620.0,8.0
,123.0,630.0,8.0
,123.0,640.0,8.0
,123.0,650.0,8.0
,123.0,660.0,8.0
,123.0,670.0,8.0
,123.0,680.0,8.0
,123.0,690.0,8.0
,123.0,700.0,8.0
,123.0,710.0,8.0
,123.0,720.0,8.0
,123.0,730.0,8.0
,123.0,740.0,8.0
,123.0,750.0,8.0
,123.0,760.0,8.0
,123.0,770.0,8.0
,123.0,780.0,8.0
,123.0,790.0,8.0
,123.0,800.0,8.0
,123.0,810.0,8.0
,123.0,820.0,8.0
,123.0,830.0,8.0
,123.0,840.0,8.0
,123.0,850.0,8.0
,123.0,860.0,8.0
,123.0,870.0,8.0
,123.0,880.0,8.0
,123.0,890.0,8.0
,123.0,900.0,8.0
,123.0,910.0,8.0
,123.0,920.0,8.0
,123.0,930.0,8.0
,123.0,940.0,8.0
,123.0,950.0,8.0
,123.0,960.0,8.0
,123.0,970.0,8.0
,123.0,980.0,8.0
,123.0,990.0,8.0
,123.0,1000.0,8.0
,123.0,1010.0,8.0
,125.0,550.0,8.0
,125.0,560.0,8.0
,125.0,570.0,8.0
,125.0,580.0,8.0
,125.0,590.0,8.0
,125.0,600.0,8.0
,125.0,610.0,8.0
,125.0,620.0,8.0
,125.0,630.0,8.0
,125.0,640.0,8.0
,125.0,650.0,8.0
,125.0,660.0,8.0
,125.0,670.0,8.0
,125.0,680.0,8.0
,125.0,690.0,8.0
,125.0,700.0,8.0
,125.0,710.0,8.0
,125.0,720.0,8.0
,125.0,730.0,8.0
,125.0,740.0,8.0
,125.0,750.0,8.0
,125.0,760.0,8.0
,125.0,770.0,8.0
,125.0,780.0,8.0
,125.0,790.0,8.0
,125.0,800.0,8.0
,125.0,810.0,8.0
,125.0,820.0,8.0
,125.0,830.0,8.0
,125.0,840.0,8.0
,125.0,850.0,8.0
,125.0,860.0,8.0
,125.0,870.0,8.0
,125.0,880.0,8.0
,125.0,890.0,8.0
,125.0,900.0,8.0
,125.0,910.0,8.0
,125.0,920.0,8.0
,125.0,930.0,8.0
,125.0,940.0,8.0
,125.0,950.0,8.0
,125.0,960.0,8.0
,125.0,970.0,8.0
,125.0,980.0,8.0
,125.0,990.0,8.0
,125.0,1000.0,8.0
,125.0,1010.0,8.0
,138.0,550.0,8.0
,138.0,560.0,8.0
,138.0,570.0,8.0
,138.0,580.0,8.0
,138.0,590.0,8.0
,138.0,600.0,8.0
,138.0,610.0,8.0
,138.0,620.0,8.0
,138.0,630.0,8.0
,138.0,640.0,8.0
,138.0,650.0,8.0
,138.0,660.0,8.0
,138.0,670.0,8.0
,138.0,680.0,8.0
,138.0,690.0,8.0
,138.0,700.0,8.0
,138.0,710.0,8.0
,138.0,720.0,8.0
,138.0,730.0,8.0
,138.0,740.0,8.0
,138.0,750.0,8.0
,138.0,760.0,8.0
,138.0,770.0,8.0
,138.0,780.0,8.0
,138.0,790.0,8.0
,138.0,800.0,8.0
,138.0,810.0,8.0
,138.0,820.0,8.0
,138.0,830.0,8.0
,138.0,840.0,8.0
,138.0,850.0,8.0
,138.0,860.0,8.0
,138.0,870.0,8.0
,138.0,880.0,8.0
,138.0,890.0,8.0
,138.0,900.0,8.0
,138.0,910.0,8.0
,138.0,920.0,8.0
,138.0,930.0,8.0
,138.0,940.0,8.0
,138.0,950.0,8.0
,138.0,960.0,8.0
,138.0,970.0,8.0
,138.0,980.0,8.0
,138.0,990.0,8.0
,138.0,1000.0,8.0
,138.0,1010.0,8.0
,141.0,550.0,8.0
,141.0,560.0,8.0
,141.0,570.0,8.0
,141.0,580.0,8.0
,141.0,590.0,8.0
,141.0,600.0,8.0
,141.0,610.0,8.0
,141.0,620.0,8.0
,141.0,630.0,8.0
,141.0,640.0,8.0
,141.0,650.0,8.0
,141.0,660.0,8.0
,141.0,670.0,8.0
,141.0,680.0,8.0
,141.0,690.0,8.0
,141.0,700.0,8.0
,141.0,710.0,8.0
,141.0,720.0,8.0
,141.0,730.0,8.0
,141.0,740.0,8.0
,141.0,750.0,8.0
,141.0,760.0,8.0
,141.0,770.0,8.0
,141.0,780.0,8.0
,141.0,790.0,8.0
,141.0,800.0,8.0
,141.0,810.0,8.0
,141.0,820.0,8.0
,141.0,830.0,8.0
,141.0,840.0,8.0
,141.0,850.0,8.0
,141.0,860.0,8.0
,141.0,870.0,8.0
,141.0,880.0,8.0
,141.0,890.0,8.0
,141.0,900.0,8.0
,141.0,910.0,8.0
,141.0,920.0,8.0
,141.0,930.0,8.0
,141.0,940.0,8.0
,141.0,950.0,8.0
,141.0,960.0,8.0
,141.0,970.0,8.0
,141.0,980.0,8.0
,141.0,990.0,8.0
,141.0,1000.0,8.0
,141.0,1010.0,8.0
,152.0,550.0,8.0
,152.0,560.0,8.0
,152.0,570.0,8.0
,152.0,580.0,8.0
,152.0,590.0,8.0
,152.0,600.0,8.0
,152.0,610.0,8.0
,152.0,620.0,8.0
,152.0,630.0,8.0
,152.0,640.0,8.0
,152.0,650.0,8.0
,152.0,660.0,8.0
,152.0,670.0,8.0
,152.0,680.0,8.0
,152.0,690.0,8.0
,152.0,700.0,8.0
,152.0,710.0,8.0
,152.0,720.0,8.0
,152.0,730.0,8.0
,152.0,740.0,8.0
,152.0,750.0,8.0
,152.0,760.0,8.0
,152.0,770.0,8.0
,152.0,780.0,8.0
,152.0,790.0,8.0
,152.0,800.0,8.0
,152.0,810.0,8.0
,152.0,820.0,8.0
,152.0,830.0,8.0
,152.0,840.0,8.0
,152.0,850.0,8.0
,152.0,860.0,8.0
,152.0,870.0,8.0
,152.0,880.0,8.0
,152.0,890.0,8.0
,152.0,900.0,8.0
,152.0,910.0,8.0
,152.0,920.0,8.0
,152.0,930.0,8.0
,152.0,940.0,8.0
,152.0,950.0,8.0
,152.0,960.0,8.0
,152.0,970.0,8.0
,152.0,980.0,8.0
,152.0,990.0,8.0
,152.0,1000.0,8.0
,152.0,1010.0,8.0
,160.0,550.0,8.0
,160.0,560.0,8.0
,160.0,570.0,8.0
,160.0,580.0,8.0
,160.0,590.0,8.0
,160.0,600.0,8.0
,160.0,610.0,8.0
,160.0,620.0,8.0
,160.0,630.0,8.0
,160.0,640.0,8.0
,160.0,650.0,8.0
,160.0,660.0,8.0
,160.0,670.0,8.0
,160.0,680.0,8.0
,160.0,690.0,8.0
,160.0,700.0,8.0
,160.0,710.0,8.0
,160.0,720.0,8.0
,160.0,730.0,8.0
,160.0,740.0,8.0
,160.0,750.0,8.0
,160.0,760.0,8.0
,160.0,770.0,8.0
,160.0,780.0,8.0
,160.0,790.0,8.0
,160.0,800.0,8.0
,160.0,810.0,8.0
,160.0,820.0,8.0
,160.0,830.0,8.0
,160.0,840.0,8.0
,160.0,850.0,8.0
,160.0,860.0,8.0
,160.0,870.0,8.0
,160.0,880.0,8.0
,160.0,890.0,8.0
,160.0,900.0,8.0
,160.0,910.0,8.0
,160.0,920.0,8.0
,160.0,930.0,8.0
,160.0,940.0,8.0
,160.0,950.0,8.0
,160.0,960.0,8.0
,160.0,970.0,8.0
,160.0,980.0,8.0
,160.0,990.0,8.0
,160.0,1000.0,8.0
,202.0,550.0,8.0
,202.0,560.0,8.0
,202.0,570.0,8.0
,202.0,580.0,8.0
,202.0,590.0,8.0
,202.0,600.0,8.0
,202.0,610.0,8.0
,202.0,620.0,8.0
,202.0,630.0,8.0
,202.0,640.0,8.0
,202.0,650.0,8.0
,202.0,660.0,8.0
,202.0,670.0,8.0
,202.0,680.0,8.0
,202.0,690.0,8.0
,202.0,700.0,8.0
,202.0,710.0,8.0
,202.0,720.0,8.0
,202.0,730.0,8.0
,202.0,740.0,8.0
,202.0,750.0,8.0
,202.0,760.0,8.0
,202.0,770.0,8.0
,202.0,780.0,8.0
,202.0,790.0,8.0
,202.0,800.0,8.0
,202.0,810.0,8.0
,202.0,820.0,8.0
,202.0,830.0,8.0
,202.0,840.0,8.0
,202.0,850.0,8.0
,202.0,860.0,8.0
,202.0,870.0,8.0
,202.0,880.0,8.0
,202.0,890.0,8.0
,202.0,900.0,8.0
,202.0,910.0,8.0
,202.0,920.0,8.0
,202.0,930.0,8.0
,202.0,940.0,8.0
,202.0,950.0,8.0
,202.0,960.0,8.0
,202.0,970.0,8.0
,202.0,980.0,8.0
,202.0,990.0,8.0
,202.0,1000.0,8.0
,75.0,550.0,9.0
,75.0,560.0,9.0
,75.0,570.0,9.0
,75.0,580.0,9.0
,75.0,590.0,9.0
,75.0,600.0,9.0
,75.0,610.0,9.0
,75.0,620.0,9.0
,75.0,630.0,9.0
,75.0,640.0,9.0
,75.0,650.0,9.0
,75.0,660.0,9.0
,75.0,670.0,9.0
,75.0,680.0,9.0
,75.0,690.0,9.0
,75.0,700.0,9.0
,75.0,710.0,9.0
,75.0,720.0,9.0
,75.0,730.0,9.0
,75.0,740.0,9.0
,75.0,750.0,9.0
,75.0,760.0,9.0
,75.0,770.0,9.0
,75.0,780.0,9.0
,75.0,790.0,9.0
,75.0,800.0,9.0
,75.0,810.0,9.0
,75.0,820.0,9.0
,75.0,830.0,9.0
,75.0,840.0,9.0
,75.0,850.0,9.0
,75.0,860.0,9.0
,75.0,870.0,9.0
,75.0,880.0,9.0
,75.0,890.0,9.0
,75.0,900.0,9.0
,75.0,910.0,9.0
,75.0,920.0,9.0
,75.0,930.0,9.0
,75.0,940.0,9.0
,75.0,950.0,9.0
,75.0,960.0,9.0
,75.0,970.0,9.0
,75.0,980.0,9.0
,75.0,990.0,9.0
,75.0,1000.0,9.0
,75.0,1010.0,9.0
,77.0,550.0,9.0
,77.0,560.0,9.0
,77.0,570.0,9.0
,77.0,580.0,9.0
,77.0,590.0,9.0
,77.0,600.0,9.0
,77.0,610.0,9.0
,77.0,620.0,9.0
,77.0,630.0,9.0
,77.0,640.0,9.0
,77.0,650.0,9.0
,77.0,660.0,9.0
,77.0,670.0,9.0
,77.0,680.0,9.0
,77.0,690.0,9.0
,77.0,700.0,9.0
,77.0,710.0,9.0
,77.0,720.0,9.0
,77.0,730.0,9.0
,77.0,740.0,9.0
,77.0,750.0,9.0
,77.0,760.0,9.0
,77.0,770.0,9.0
,77.0,780.0,9.0
,77.0,790.0,9.0
,77.0,800.0,9.0
,77.0,810.0,9.0
,77.0,820.0,9.0
,77.0,830.0,9.0
,77.0,840.0,9.0
,77.0,850.0,9.0
,77.0,860.0,9.0
,77.0,870.0,9.0
,77.0,880.0,9.0
,77.0,890.0,9.0
,77.0,900.0,9.0
,77.0,910.0,9.0
,77.0,920.0,9.0
,77.0,930.0,9.0
,77.0,940.0,9.0
,77.0,950.0,9.0
,77.0,960.0,9.0
,77.0,970.0,9.0
,77.0,980.0,9.0
,77.0,990.0,9.0
,77.0,1000.0,9.0
,77.0,1010.0,9.0
,81.0,550.0,9.0
,81.0,560.0,9.0
,81.0,570.0,9.0
,81.0,580.0,9.0
,81.0,590.0,9.0
,81.0,600.0,9.0
,81.0,610.0,9.0
,81.0,620.0,9.0
,81.0,630.0,9.0
,81.0,640.0,9.0
,81.0,650.0,9.0
,81.0,660.0,9.0
,81.0,670.0,9.0
,81.0,680.0,9.0
,81.0,690.0,9.0
,81.0,700.0,9.0
,81.0,710.0,9.0
,81.0,720.0,9.0
,81.0,730.0,9.0
,81.0,740.0,9.0
,81.0,750.0,9.0
,81.0,760.0,9.0
,81.0,770.0,9.0
,81.0,780.0,9.0
,81.0,790.0,9.0
,81.0,800.0,9.0
,81.0,810.0,9.0
,81.0,820.0,9.0
,81.0,830.0,9.0
,81.0,840.0,9.0
,81.0,850.0,9.0
,81.0,860.0,9.0
,81.0,870.0,9.0
,81.0,880.0,9.0
,81.0,890.0,9.0
,81.0,900.0,9.0
,81.0,910.0,9.0
,81.0,920.0,9.0
,81.0,930.0,9.0
,81.0,940.0,9.0
,81.0,950.0,9.0
,81.0,960.0,9.0
,81.0,970.0,9.0
,81.0,980.0,9.0
,81.0,990.0,9.0
,81.0,1000.0,9.0
,81.0,1010.0,9.0
,82.0,550.0,9.0
,82.0,560.0,9.0
,82.0,570.0,9.0
,82.0,580.0,9.0
,82.0,590.0,9.0
,82.0,600.0,9.0
,82.0,610.0,9.0
,82.0,620.0,9.0
,82.0,630.0,9.0
,82.0,640.0,9.0
,82.0,650.0,9.0
,82.0,660.0,9.0
,82.0,670.0,9.0
,82.0,680.0,9.0
,82.0,690.0,9.0
,82.0,700.0,9.0
,82.0,710.0,9.0
,82.0,720.0,9.0
,82.0,730.0,9.0
,82.0,740.0,9.0
,82.0,750.0,9.0
,82.0,760.0,9.0
,82.0,770.0,9.0
,82.0,780.0,9.0
,82.0,790.0,9.0
,82.0,800.0,9.0
,82.0,810.0,9.0
,82.0,820.0,9.0
,82.0,830.0,9.0
,82.0,840.0,9.0
,82.0,850.0,9.0
,82.0,860.0,9.0
,82.0,870.0,9.0
,82.0,880.0,9.0
,82.0,890.0,9.0
,82.0,900.0,9.0
,82.0,910.0,9.0
,82.0,920.0,9.0
,82.0,930.0,9.0
,82.0,940.0,9.0
,82.0,950.0,9.0
,82.0,960.0,9.0
,82.0,970.0,9.0
,82.0,980.0,9.0
,82.0,990.0,9.0
,82.0,1000.0,9.0
,82.0,1010.0,9.0
,91.0,550.0,9.0
,91.0,560.0,9.0
,91.0,570.0,9.0
,91.0,580.0,9.0
,91.0,590.0,9.0
,91.0,600.0,9.0
,91.0,610.0,9.0
,91.0,620.0,9.0
,91.0,630.0,9.0
,91.0,640.0,9.0
,91.0,650.0,9.0
,91.0,660.0,9.0
,91.0,670.0,9.0
,91.0,680.0,9.0
,91.0,690.0,9.0
,91.0,700.0,9.0
,91.0,710.0,9.0
,91.0,720.0,9.0
,91.0,730.0,9.0
,91.0,740.0,9.0
,91.0,750.0,9.0
,91.0,760.0,9.0
,91.0,770.0,9.0
,91.0,780.0,9.0
,91.0,790.0,9.0
,91.0,800.0,9.0
,91.0,810.0,9.0
,91.0,820.0,9.0
,91.0,830.0,9.0
,91.0,840.0,9.0
,91.0,850.0,9.0
,91.0,860.0,9.0
,91.0,870.0,9.0
,91.0,880.0,9.0
,91.0,890.0,9.0
,91.0,900.0,9.0
,91.0,910.0,9.0
,91.0,920.0,9.0
,91.0,930.0,9.0
,91.0,940.0,9.0
,91.0,950.0,9.0
,91.0,960.0,9.0
,91.0,970.0,9.0
,91.0,980.0,9.0
,91.0,990.0,9.0
,91.0,1000.0,9.0
,91.0,1010.0,9.0
,112.0,550.0,9.0
,112.0,560.0,9.0
,112.0,570.0,9.0
,112.0,580.0,9.0
,112.0,590.0,9.0
,112.0,600.0,9.0
,112.0,610.0,9.0
,112.0,620.0,9.0
,112.0,630.0,9.0
,112.0,640.0,9.0
,112.0,650.0,9.0
,112.0,660.0,9.0
,112.0,670.0,9.0
,112.0,680.0,9.0
,112.0,690.0,9.0
,112.0,700.0,9.0
,112.0,710.0,9.0
,112.0,720.0,9.0
,112.0,730.0,9.0
,112.0,740.0,9.0
,112.0,750.0,9.0
,112.0,760.0,9.0
,112.0,770.0,9.0
,112.0,780.0,9.0
,112.0,790.0,9.0
,112.0,800.0,9.0
,112.0,810.0,9.0
,112.0,820.0,9.0
,112.0,830.0,9.0
,112.0,840.0,9.0
,112.0,850.0,9.0
,112.0,860.0,9.0
,112.0,870.0,9.0
,112.0,880.0,9.0
,112.0,890.0,9.0
,112.0,900.0,9.0
,112.0,910.0,9.0
,112.0,920.0,9.0
,112.0,930.0,9.0
,112.0,940.0,9.0
,112.0,950.0,9.0
,112.0,960.0,9.0
,112.0,970.0,9.0
,112.0,980.0,9.0
,112.0,990.0,9.0
,112.0,1000.0,9.0
,112.0,1010.0,9.0
,129.0,550.0,9.0
,129.0,560.0,9.0
,129.0,570.0,9.0
,129.0,580.0,9.0
,129.0,590.0,9.0
,129.0,600.0,9.0
,129.0,610.0,9.0
,129.0,620.0,9.0
,129.0,630.0,9.0
,129.0,640.0,9.0
,129.0,650.0,9.0
,129.0,660.0,9.0
,129.0,670.0,9.0
,129.0,680.0,9.0
,129.0,690.0,9.0
,129.0,700.0,9.0
,129.0,710.0,9.0
,129.0,720.0,9.0
,129.0,730.0,9.0
,129.0,740.0,9.0
,129.0,750.0,9.0
,129.0,760.0,9.0
,129.0,770.0,9.0
,129.0,780.0,9.0
,129.0,790.0,9.0
,129.0,800.0,9.0
,129.0,810.0,9.0
,129.0,820.0,9.0
,129.0,830.0,9.0
,129.0,840.0,9.0
,129.0,850.0,9.0
,129.0,860.0,9.0
,129.0,870.0,9.0
,129.0,880.0,9.0
,129.0,890.0,9.0
,129.0,900.0,9.0
,129.0,910.0,9.0
,129.0,920.0,9.0
,129.0,930.0,9.0
,129.0,940.0,9.0
,129.0,950.0,9.0
,129.0,960.0,9.0
,129.0,970.0,9.0
,129.0,980.0,9.0
,129.0,990.0,9.0
,129.0,1000.0,9.0
,129.0,1010.0,9.0
,136.0,550.0,9.0
,136.0,560.0,9.0
,136.0,570.0,9.0
,136.0,580.0,9.0
,136.0,590.0,9.0
,136.0,600.0,9.0
,136.0,610.0,9.0
,136.0,620.0,9.0
,136.0,630.0,9.0
,136.0,640.0,9.0
,136.0,650.0,9.0
,136.0,660.0,9.0
,136.0,670.0,9.0
,136.0,680.0,9.0
,136.0,690.0,9.0
,136.0,700.0,9.0
,136.0,710.0,9.0
,136.0,720.0,9.0
,136.0,730.0,9.0
,136.0,740.0,9.0
,136.0,750.0,9.0
,136.0,760.0,9.0
,136.0,770.0,9.0
,136.0,780.0,9.0
,136.0,790.0,9.0
,136.0,800.0,9.0
,136.0,810.0,9.0
,136.0,820.0,9.0
,136.0,830.0,9.0
,136.0,840.0,9.0
,136.0,850.0,9.0
,136.0,860.0,9.0
,136.0,870.0,9.0
,136.0,880.0,9.0
,136.0,890.0,9.0
,136.0,900.0,9.0
,136.0,910.0,9.0
,136.0,920.0,9.0
,136.0,930.0,9.0
,136.0,940.0,9.0
,136.0,950.0,9.0
,136.0,960.0,9.0
,136.0,970.0,9.0
,136.0,980.0,9.0
,136.0,990.0,9.0
,136.0,1000.0,9.0
,136.0,1010.0,9.0
,151.0,550.0,9.0
,151.0,560.0,9.0
,151.0,570.0,9.0
,151.0,580.0,9.0
,151.0,590.0,9.0
,151.0,600.0,9.0
,151.0,610.0,9.0
,151.0,620.0,9.0
,151.0,630.0,9.0
,151.0,640.0,9.0
,151.0,650.0,9.0
,151.0,660.0,9.0
,151.0,670.0,9.0
,151.0,680.0,9.0
,151.0,690.0,9.0
,151.0,700.0,9.0
,151.0,710.0,9.0
,151.0,720.0,9.0
,151.0,730.0,9.0
,151.0,740.0,9.0
,151.0,750.0,9.0
,151.0,760.0,9.0
,151.0,770.0,9.0
,151.0,780.0,9.0
,151.0,790.0,9.0
,151.0,800.0,9.0
,151.0,810.0,9.0
,151.0,820.0,9.0
,151.0,830.0,9.0
,151.0,840.0,9.0
,151.0,850.0,9.0
,151.0,860.0,9.0
,151.0,870.0,9.0
,151.0,880.0,9.0
,151.0,890.0,9.0
,151.0,900.0,9.0
,151.0,910.0,9.0
,151.0,920.0,9.0
,151.0,930.0,9.0
,151.0,940.0,9.0
,151.0,950.0,9.0
,151.0,960.0,9.0
,151.0,970.0,9.0
,151.0,980.0,9.0
,151.0,990.0,9.0
,151.0,1000.0,9.0
,151.0,1010.0,9.0
,174.0,550.0,9.0
,174.0,560.0,9.0
,174.0,570.0,9.0
,174.0,580.0,9.0
,174.0,590.0,9.0
,174.0,600.0,9.0
,174.0,610.0,9.0
,174.0,620.0,9.0
,174.0,630.0,9.0
,174.0,640.0,9.0
,174.0,650.0,9.0
,174.0,660.0,9.0
,174.0,670.0,9.0
,174.0,680.0,9.0
,174.0,690.0,9.0
,174.0,700.0,9.0
,174.0,710.0,9.0
,174.0,720.0,9.0
,174.0,730.0,9.0
,174.0,740.0,9.0
,174.0,750.0,9.0
,174.0,760.0,9.0
,174.0,770.0,9.0
,174.0,780.0,9.0
,174.0,790.0,9.0
,174.0,800.0,9.0
,174.0,810.0,9.0
,174.0,820.0,9.0
,174.0,830.0,9.0
,174.0,840.0,9.0
,174.0,850.0,9.0
,174.0,860.0,9.0
,174.0,870.0,9.0
,174.0,880.0,9.0
,174.0,890.0,9.0
,174.0,900.0,9.0
,174.0,910.0,9.0
,174.0,920.0,9.0
,174.0,930.0,9.0
,174.0,940.0,9.0
,174.0,950.0,9.0
,174.0,960.0,9.0
,174.0,970.0,9.0
,174.0,980.0,9.0
,174.0,990.0,9.0
,174.0,1000.0,9.0
,174.0,1010.0,9.0
,190.0,550.0,9.0
,190.0,560.0,9.0
,190.0,570.0,9.0
,190.0,580.0,9.0
,190.0,590.0,9.0
,190.0,600.0,9.0
,190.0,610.0,9.0
,190.0,620.0,9.0
,190.0,630.0,9.0
,190.0,640.0,9.0
,190.0,650.0,9.0
,190.0,660.0,9.0
,190.0,670.0,9.0
,190.0,680.0,9.0
,190.0,690.0,9.0
,190.0,700.0,9.0
,190.0,710.0,9.0
,190.0,720.0,9.0
,190.0,730.0,9.0
,190.0,740.0,9.0
,190.0,750.0,9.0
,190.0,760.0,9.0
,190.0,770.0,9.0
,190.0,780.0,9.0
,190.0,790.0,9.0
,190.0,800.0,9.0
,190.0,810.0,9.0
,190.0,820.0,9.0
,190.0,830.0,9.0
,190.0,840.0,9.0
,190.0,850.0,9.0
,190.0,860.0,9.0
,190.0,870.0,9.0
,190.0,880.0,9.0
,190.0,890.0,9.0
,190.0,900.0,9.0
,190.0,910.0,9.0
,190.0,920.0,9.0
,190.0,930.0,9.0
,190.0,940.0,9.0
,190.0,950.0,9.0
,190.0,960.0,9.0
,190.0,970.0,9.0
,190.0,980.0,9.0
,190.0,990.0,9.0
,190.0,1000.0,9.0
,190.0,1010.0,9.0
,195.0,550.0,9.0
,195.0,560.0,9.0
,195.0,570.0,9.0
,195.0,580.0,9.0
,195.0,590.0,9.0
,195.0,600.0,9.0
,195.0,610.0,9.0
,195.0,620.0,9.0
,195.0,630.0,9.0
,195.0,640.0,9.0
,195.0,650.0,9.0
,195.0,660.0,9.0
,195.0,670.0,9.0
,195.0,680.0,9.0
,195.0,690.0,9.0
,195.0,700.0,9.0
,195.0,710.0,9.0
,195.0,720.0,9.0
,195.0,730.0,9.0
,195.0,740.0,9.0
,195.0,750.0,9.0
,195.0,760.0,9.0
,195.0,770.0,9.0
,195.0,780.0,9.0
,195.0,790.0,9.0
,195.0,800.0,9.0
,195.0,810.0,9.0
,195.0,820.0,9.0
,195.0,830.0,9.0
,195.0,840.0,9.0
,195.0,850.0,9.0
,195.0,860.0,9.0
,195.0,870.0,9.0
,195.0,880.0,9.0
,195.0,890.0,9.0
,195.0,900.0,9.0
,195.0,910.0,9.0
,195.0,920.0,9.0
,195.0,930.0,9.0
,195.0,940.0,9.0
,195.0,950.0,9.0
,195.0,960.0,9.0
,195.0,970.0,9.0
,195.0,980.0,9.0
,195.0,990.0,9.0
,195.0,1000.0,9.0
,195.0,1010.0,9.0
,74.0,550.0,10.0
,74.0,560.0,10.0
,74.0,570.0,10.0
,74.0,580.0,10.0
,74.0,590.0,10.0
,74.0,600.0,10.0
,74.0,610.0,10.0
,74.0,620.0,10.0
,74.0,630.0,10.0
,74.0,640.0,10.0
,74.0,650.0,10.0
,74.0,660.0,10.0
,74.0,670.0,10.0
,74.0,680.0,10.0
,74.0,690.0,10.0
,74.0,700.0,10.0
,74.0,710.0,10.0
,74.0,720.0,10.0
,74.0,730.0,10.0
,74.0,740.0,10.0
,74.0,750.0,10.0
,74.0,760.0,10.0
,74.0,770.0,10.0
,74.0,780.0,10.0
,74.0,790.0,10.0
,74.0,800.0,10.0
,74.0,810.0,10.0
,74.0,820.0,10.0
,74.0,830.0,10.0
,74.0,840.0,10.0
,74.0,850.0,10.0
,74.0,860.0,10.0
,74.0,870.0,10.0
,74.0,880.0,10.0
,74.0,890.0,10.0
,74.0,900.0,10.0
,74.0,910.0,10.0
,74.0,920.0,10.0
,74.0,930.0,10.0
,74.0,940.0,10.0
,74.0,950.0,10.0
,74.0,960.0,10.0
,74.0,970.0,10.0
,74.0,980.0,10.0
,74.0,990.0,10.0
,74.0,1000.0,10.0
,75.0,550.0,10.0
,75.0,560.0,10.0
,75.0,570.0,10.0
,75.0,580.0,10.0
,75.0,590.0,10.0
,75.0,600.0,10.0
,75.0,610.0,10.0
,75.0,620.0,10.0
,75.0,630.0,10.0
,75.0,640.0,10.0
,75.0,650.0,10.0
,75.0,660.0,10.0
,75.0,670.0,10.0
,75.0,680.0,10.0
,75.0,690.0,10.0
,75.0,700.0,10.0
,75.0,710.0,10.0
,75.0,720.0,10.0
,75.0,730.0,10.0
,75.0,740.0,10.0
,75.0,750.0,10.0
,75.0,760.0,10.0
,75.0,770.0,10.0
,75.0,780.0,10.0
,75.0,790.0,10.0
,75.0,800.0,10.0
,75.0,810.0,10.0
,75.0,820.0,10.0
,75.0,830.0,10.0
,75.0,840.0,10.0
,75.0,850.0,10.0
,75.0,860.0,10.0
,75.0,870.0,10.0
,75.0,880.0,10.0
,75.0,890.0,10.0
,75.0,900.0,10.0
,75.0,910.0,10.0
,75.0,920.0,10.0
,75.0,930.0,10.0
,75.0,940.0,10.0
,75.0,950.0,10.0
,75.0,960.0,10.0
,75.0,970.0,10.0
,75.0,980.0,10.0
,75.0,990.0,10.0
,75.0,1000.0,10.0
,75.0,1010.0,10.0
,81.0,550.0,10.0
,81.0,560.0,10.0
,81.0,570.0,10.0
,81.0,580.0,10.0
,81.0,590.0,10.0
,81.0,600.0,10.0
,81.0,610.0,10.0
,81.0,620.0,10.0
,81.0,630.0,10.0
,81.0,640.0,10.0
,81.0,650.0,10.0
,81.0,660.0,10.0
,81.0,670.0,10.0
,81.0,680.0,10.0
,81.0,690.0,10.0
,81.0,700.0,10.0
,81.0,710.0,10.0
,81.0,720.0,10.0
,81.0,730.0,10.0
,81.0,740.0,10.0
,81.0,750.0,10.0
,81.0,760.0,10.0
,81.0,770.0,10.0
